ID,Nombre completo,Fecha de nacimiento,Dirección,Localidad y Código postal,Teléfono,Correo electrónico,Fecha de alta,Grupo de clientes,Edad
C0285,ROSENDA VILLANUEVA HERRERA,1987-08-09,"PARKSVILLE, BC V9P 5L2",118 PINEKNOLL DRIVE,(682) 502-1976,RNELSON@GMAIL.COM,2014-04-20 17:12:00,I,37
C0286,ARIEL GALLEGO DIEGO,1981-08-16,"LA PLAINE, QC J7M 5N3",28 PENNSYLVANIA STREET,(260) 372-4164,SLAFF@AOL.COM,2013-02-18 06:45:24,E,43
C0287,JULIANA ALARCÓN MOLINS,1983-06-23,"LEAMINGTON, ON N8H 0N3",334 MECHANIC LANE,(502) 779-9801,NINENINE@LIVE.COM,2005-06-12 02:24:05,I,41
C0288,CATALINA MÉNDEZ,1995-01-07,"STRATHMORE, AB T1P 9V5",798 CLARK RD.,(687) 734-3575,JOHNH@YAHOO.CA,2018-12-30 03:35:17,E,29
C0289,SUSANITA PASCUAL SALAMANCA,1972-12-10,"YOUNGS COVE, NB E4C 4K5",735 SPRUCE AVE.,(503) 471-0311,RYANSHAW@COMCAST.NET,2017-11-01 17:34:47,I,52
C0290,DIMAS RAFAEL POLO BRAVO,1970-08-05,"CHATHAM, QC J8G 7X7",603 ELM LANE,(640) 467-1066,GERLO@YAHOO.CA,2013-06-23 16:50:50,E,54
C0291,ANABEL POU LASA,1972-09-29,"ESKASONI, NS B1W 1S9",72 PARIS HILL AVE.,(350) 900-0774,NONEME@ME.COM,2006-11-28 08:08:23,I,52
C0292,NADIA NATIVIDAD MARCO FLORES,1985-05-14,"PARRY SOUND, ON P2A 5R6",94 VALLEY VIEW RD.,(593) 907-1562,SQUIRREL@COMCAST.NET,2017-06-16 22:30:47,I,39
C0293,MÁXIMO TÉLLEZ FERRERA,1997-10-07,"LANAUDIÈRE-NORD, QC J0K 8T8",8 E. MILES DR.,(848) 559-5729,SAKUSHA@YAHOO.COM,2019-03-07 06:37:42,E,27
C0294,GALA CLARISA BALLESTEROS LLOPIS,1986-12-31,"SAINT-COLOMBAN, QC J5K 6C2",672 ALBANY ST.,(986) 369-4687,SEANO@SBCGLOBAL.NET,2011-08-09 18:33:05,I,38
C0295,AMANCIO ALIAGA SIERRA,1991-02-25,"HUNTSVILLE, ON P1H 2C9",22 JACKSON RD.,(815) 645-0166,BMIDD@MSN.COM,2009-12-12 17:54:38,E,33
C0296,CÉSAR NOGUÉS TOMÁS,1973-07-13,"LACHUTE, QC J8H 9V1",22 RIDGE LANE,(456) 670-3912,ORACLE@VERIZON.NET,2012-05-18 05:23:39,I,51
C0297,BRÍGIDA JOVE CARRETERO,1998-04-07,"ST. STEPHEN, NB E3L 2A8",8557 WEST GREENVIEW DR.,(997) 481-7573,JRIFKIN@YAHOO.COM,2020-12-14 00:58:27,I,26
C0298,VITO DEL ABAD,1980-09-01,"ÎLES-LAVAL, QC H7Y 1X2",8824 LIBERTY DRIVE,(571) 271-7420,SHERZODR@ATT.NET,2017-08-05 15:14:56,E,44
C0299,NAYARA FANNY JULIÁ SIERRA,1998-02-22,"GRAND FALLS, LB A2A 2C6",368 FIFTH DR.,(674) 672-8423,RSMARTIN@MSN.COM,2007-01-26 17:06:46,E,26
C0300,ISIDORO SALAS MARQUÉS,1980-10-04,"VILLE ÉMARD, QC H4E 1K4",61 SAN CARLOS RD.,(505) 554-8992,JSBACH@AOL.COM,2006-09-08 23:38:54,I,44
C0301,VICENTE PALOMINO ADADIA,1979-12-29,"NAPANEE, ON K7R 6V1",37 PENINSULA STREET,(826) 231-0876,WMSZELIGA@MAC.COM,2006-08-02 21:03:06,I,45
C0302,SANDALIO DE FIGUEROA,1978-06-23,"WOODSTOCK, NB E7M 8P6",149 JENNINGS ROAD,(499) 874-0371,WILLIAM@HOTMAIL.COM,2016-04-07 20:46:09,E,46
C0303,ELODIA PINTO,1999-12-09,"DORCHESTER, NB E4K 6V5",59 W. ANDERSON LANE,(317) 232-9358,GASTOWN@COMCAST.NET,2011-09-18 02:38:21,E,25
C0304,FELIPE CARRO RAMIS,1992-05-20,"GREELY, ON K4P 4T2",685 HIGH NOON LANE,(852) 388-3751,IMPROV@LIVE.COM,2020-04-20 23:18:39,I,32
C0305,ANA BELÉN ALVARADO BUENO,1970-03-13,"BOUCHERVILLE, QC J4B 9T3",42 JOHNSON DR.,(366) 604-3609,GFXGUY@OUTLOOK.COM,2009-08-11 22:42:10,I,54
C0306,MARISELA SANMIGUEL PEDRAZA,1995-03-12,"LACOMBE, AB T4L 0S1",7976 NORTH STREET,(800) 687-3027,MARCS@OUTLOOK.COM,2017-10-11 09:13:06,I,29
C0307,JESUSA BENAVENTE FERRÁNDEZ,1997-07-31,"LABRADOR CITY, LB A2V 8L0",394 HANOVER ST.,(924) 920-0218,SKIPPY@YAHOO.CA,2010-11-02 09:40:32,I,27
C0308,ALONSO DÍAZ DONOSO,1996-04-14,"GRIMSBY, ON L3M 5X9",9697 SOUTH MOUNTAINVIEW STREET,(733) 648-0855,JYOLIVER@SBCGLOBAL.NET,2019-05-12 03:15:09,I,28
C0309,FILOMENA POMBO PLA,1978-03-21,"COBOURG, ON K9A 5G0",60 CARPENTER STREET,(496) 879-5338,AFIFI@HOTMAIL.COM,2013-12-30 17:51:06,I,46
C0310,CRISTÓBAL CABELLO-POL,1993-05-07,"CHELSEA, QC J9B 5K1",343 OXFORD ST.,(363) 981-6810,MUADIP@GMAIL.COM,2018-09-06 02:00:02,E,31
C0311,MARIBEL MURILLO ALCARAZ,1977-09-18,"QUALICUM BEACH, BC V9K 4J5",490 LANTERN STREET,(643) 252-3203,HYPER@ICLOUD.COM,2010-06-27 16:57:06,E,47
C0312,MAYTE CUESTA ACOSTA,1977-01-05,"DUNNVILLE, ON N1A 2R5",8158 S. MARVON AVE.,(491) 779-1547,SPADKINS@ATT.NET,2011-09-19 01:21:59,E,47
C0313,REMIGIO VILLALONGA ROMAN,1990-10-29,"VIMONT, QC H7M 0J1",7651 CARRIAGE DR.,(731) 808-7183,ONEIROS@ICLOUD.COM,2019-08-19 15:41:30,E,34
C0314,VANESA VILLAVERDE,1986-07-05,"PORT PERRY, ON L9L 6K8",7313 EAGLE AVE.,(879) 310-9113,MILTCHEV@GMAIL.COM,2007-06-12 00:41:08,E,38
C0315,MARISTELA CORBACHO ALEGRIA,1974-11-29,"SAINT PETERSBURG, FL 33710",127 ROCKWELL LANE,(944) 942-5965,UQMCOLYV@ATT.NET,2005-04-21 04:44:36,I,50
C0316,MANUELITA CERVERA BOTELLA,1989-05-27,"MIAMI, FL 33135",107 CEDAR STREET,(257) 383-2777,WILLIAM@COMCAST.NET,2014-06-12 13:37:22,E,35
C0317,BORJA CANET GALLO,1999-07-16,"NEW PORT RICHEY, FL 34653",20 IVY ST.,(286) 539-1526,LIPENG@COMCAST.NET,2017-07-20 00:57:21,E,25
C0318,CLOTILDE CHITA FÁBREGAS TORO,1986-06-19,"FORT LAUDERDALE, FL 33312",63 STILLWATER ST.,(408) 475-2351,SBMRJBR@MSN.COM,2014-04-01 21:08:47,I,38
C0319,OLIMPIA GIRONA PAREDES,1973-04-07,"TAMPA, FL 33614",209 NORTH NEWBRIDGE DRIVE,(654) 850-5430,RYANVM@SBCGLOBAL.NET,2009-06-16 13:18:39,I,51
C0320,RUBÉN DE ARRIBAS,1977-02-19,"JACKSONVILLE, FL 32205",85 RIDGEVIEW DRIVE,(704) 732-6961,MBSWAN@MSN.COM,2018-12-17 06:21:01,I,47
C0321,ÉDGAR MANU SUÁREZ ANGLADA,1975-05-23,"MIAMI, FL 33161",60 SURREY RD.,(400) 235-6788,DBANARSE@YAHOO.CA,2008-07-28 14:54:19,I,49
C0322,LUNA MORCILLO CARRETERO,1985-04-15,"BRADENTON, FL 34205",556 PLEASANT ST.,(363) 851-7332,FRIKAZOYD@ME.COM,2018-02-28 02:55:35,I,39
C0323,ELADIO SALCEDO CABANILLAS,1983-12-31,"FORT MYERS, FL 33912",31 HERITAGE STREET,(892) 211-3578,MOSSES@GMAIL.COM,2015-02-18 06:30:44,I,41
C0324,GISELA CÁMARA DUARTE,1985-03-14,"TAMPA, FL 33624",8904 VERMONT DRIVE,(231) 936-5897,PARASITE@OPTONLINE.NET,2021-03-16 11:15:10,E,39
C0325,NICANOR DE MOLINER,1977-11-08,"OPA LOCKA, FL 33055",886 SNAKE HILL ST.,(609) 914-4233,SAMAVATI@ME.COM,2021-03-27 16:55:51,E,47
C0326,ROSARIO PAZ FIGUEROA,1979-09-13,"WINTER HAVEN, FL 33880",212 CANAL ST.,(776) 448-2874,RFOLEY@MAC.COM,2013-04-24 10:41:30,I,45
C0327,GLORIA ESTEVE PEREZ,1988-11-04,"LAKE WORTH, FL 33460",9974 HOLLY DR.,(487) 768-3548,YFREUND@VERIZON.NET,2005-05-05 23:39:51,I,36
C0328,ALEXANDRA PEDROSA ASENSIO,1987-12-21,"LAKE WALES, FL 33853",7342 WOODLAND AVENUE,(601) 357-6775,FGLOCK@GMAIL.COM,2019-03-26 08:59:09,E,37
C0329,LUCHO LUCIO GALLART BARTOLOMÉ,1998-11-09,"FORT LAUDERDALE, FL 33309",20 WEST GATES ST.,(296) 236-1828,BEBING@HOTMAIL.COM,2010-05-20 14:00:59,E,26
C0330,LOLA VANESA RODA VERDEJO,1980-10-04,"FORT LAUDERDALE, FL 33322",22 WALL ST.,(691) 320-1793,CUMARANA@LIVE.COM,2019-09-10 21:56:24,E,44
C0331,ALEJANDRA ALVARADO-ROCAMORA,1988-12-06,"FORT LAUDERDALE, FL 33319",7342A EDGEFIELD STREET,(919) 955-4757,SMPETERS@MAC.COM,2016-08-03 01:08:10,E,36
C0332,CRISTINA NAVAS SANZ,1998-12-13,"BOCA RATON, FL 33428",19 CHARLES ST.,(895) 527-9965,MADLER@GMAIL.COM,2014-06-02 19:04:14,E,26
C0333,DESIDERIO VIZCAÍNO SEGUÍ,1982-10-14,"HALLANDALE, FL 33009",8123 YORK AVE.,(779) 490-1731,MGEMMONS@YAHOO.CA,2018-08-14 23:14:09,I,42
C0334,NÉLIDA GALLART OCHOA,1978-05-06,"PENSACOLA, FL 32526",9315 ARCADIA ST.,(317) 905-9963,LSTEIN@MSN.COM,2009-07-17 11:49:14,E,46
C0335,ÁUREA SANDOVAL ROBLES,1970-04-17,"HOLLYWOOD, FL 33029",9447 JACKSON COURT,(636) 558-0180,SKYTHE@OPTONLINE.NET,2009-09-10 08:43:44,I,54
C0336,BIBIANA AZCONA,1994-09-27,"MIAMI, FL 33179",8407 SNAKE HILL STREET,(985) 919-4960,ALIAS@COMCAST.NET,2019-05-29 23:33:34,I,30
C0337,MARCOS ARNAL SOLA,1977-08-17,"MIAMI, FL 33183",60 WEST PRINCE ST.,(558) 212-5147,DBURROWS@COMCAST.NET,2011-10-19 06:42:42,I,47
C0338,SOLEDAD ANI GARRIDO DURAN,1970-01-28,"POMPANO BEACH, FL 33063",192 BIRCHPOND AVE.,(792) 524-2198,EEGSA@SBCGLOBAL.NET,2016-02-21 15:49:12,E,54
C0339,RODOLFO DUILIO TERRÓN SERRANO,1983-12-20,"LAKELAND, FL 33801",880 MAYFAIR ST.,(267) 864-5928,GFXGUY@HOTMAIL.COM,2011-12-05 03:38:54,I,41
C0340,CAROLINA FERRERAS BOLAÑOS,1971-11-20,"HIALEAH, FL 33013",83 8TH ST.,(496) 239-3951,GUMPISH@OPTONLINE.NET,2012-10-26 02:05:57,I,53
C0341,ELADIO QUEROL,1990-08-07,"WEST PALM BEACH, FL 33411",7270 SHADOW BROOK DR.,(252) 667-8366,RHIALTO@YAHOO.COM,2020-08-31 02:28:47,I,34
C0342,IRENE OROZCO MILLÁN,1970-05-14,"JACKSONVILLE, FL 32208",9505 SUTOR DR.,(609) 330-8191,PHYRUXUS@MAC.COM,2014-06-13 18:10:23,I,54
C0343,YAGO HEREDIA FRANCISCO,1988-10-11,"ORLANDO, FL 32812",26 LAWRENCE DRIVE,(439) 401-6738,JSHEARER@YAHOO.COM,2013-01-27 15:41:25,I,36
C0344,HERNÁN DIEGO FERRERAS,1996-09-04,"WEST PALM BEACH, FL 33415",7147 HEATHER ST.,(946) 600-8214,FWILES@LIVE.COM,2009-07-30 15:54:53,E,28
C0345,DARÍO SEVERINO FALCÓN RODRÍGUEZ,1994-08-17,"ORLANDO, FL 32810",287 E. WOODLAND AVE.,(384) 619-1581,KAYVONF@SBCGLOBAL.NET,2014-12-18 20:48:19,I,30
C0346,ELI ROVIRA BUSQUETS,1978-09-02,"POMPANO BEACH, FL 33064",16 MONROE DR.,(675) 655-1424,PAPPP@ICLOUD.COM,2007-01-23 12:44:52,I,46
C0347,REMEDIOS BARBERO CALDERÓN,1991-01-03,"KEY WEST, FL 33040",59 PUMPKIN HILL DRIVE,(842) 708-2942,TIMLINUX@ICLOUD.COM,2014-12-02 01:10:45,I,33
C0348,TELMO AZCONA HUERTA,1987-01-24,"PANAMA CITY, FL 32404",88 DEERFIELD STREET,(656) 301-2331,FEAMSTER@MAC.COM,2017-01-18 18:53:33,E,37
C0349,JOSE LUIS SALGADO MONREAL,1975-08-13,"HOLLYWOOD, FL 33025",88 MARSH ROAD,(728) 554-8409,DEXTER@YAHOO.CA,2012-11-24 15:15:01,I,49
C0350,MAXIMILIANO FERRER SOLÉ,1982-02-10,"WINTER SPRINGS, FL 32708",251 SW. RAMBLEWOOD AVE.,(557) 382-0708,SYMBOLIC@OPTONLINE.NET,2005-09-10 06:12:48,I,42
C0351,SEVE PELLICER ARÉVALO,1989-07-06,"MIAMI, FL 33162",15 BOW RIDGE DR.,(395) 354-7424,INTLPROG@LIVE.COM,2005-09-18 03:17:34,E,35
C0352,PONCIO GALLART CANO,1977-04-22,"MIAMI, FL 33175",691 BAKER RD.,(752) 229-5173,MSLOAN@LIVE.COM,2011-11-20 18:22:16,E,47
C0353,ABRIL MORANTE-PORTERO,1982-07-16,"PORT ORANGE, FL 32127",32 ADAMS COURT,(653) 317-7538,WBARKER@AOL.COM,2015-07-17 12:38:15,E,42
C0354,ALONDRA ARROYO MORALEDA,1971-06-19,"TAMPA, FL 33617",969 SUMMERHOUSE DR.,(720) 816-6636,NIKNEJAD@MSN.COM,2017-10-24 11:38:40,I,53
C0355,NANDO NEIRA GARCIA,1979-03-14,"FORT LAUDERDALE, FL 33321",61 COLLEGE RD.,(392) 567-1811,KOUDAS@ICLOUD.COM,2014-11-18 20:52:20,I,45
C0356,SORAYA PUIG ESTRADA,1992-01-17,"HOLLYWOOD, FL 33021",344 SUMMERHOUSE AVE.,(233) 981-3075,CANTU@OUTLOOK.COM,2013-04-13 22:35:22,I,32
C0357,TERESITA FERRERA BERNAT,1984-10-09,"DUNEDIN, FL 34698",164 ALBANY DR.,(469) 699-2655,NIGHTHAWK@HOTMAIL.COM,2011-01-15 00:43:01,E,40
C0358,IGNACIO MENDEZ CASANOVAS,1973-01-12,"WEST PALM BEACH, FL 33414",9028 E. OVERLOOK STREET,(311) 568-5798,PETERHOEG@YAHOO.COM,2006-01-14 00:16:55,I,51
C0359,ISABEL BAYO SANCHEZ,1991-03-27,"LAKE WORTH, FL 33467",300 SAN CARLOS STREET,(930) 839-6069,JONADAB@OUTLOOK.COM,2014-10-31 02:26:24,I,33
C0360,LIGIA LINARES ISERN,1993-09-13,"MIAMI, FL 33196",19 CARRIAGE COURT,(595) 770-6147,GAMMA@SBCGLOBAL.NET,2011-03-02 11:25:10,I,31
C0361,SIMÓN GAYA VALLEJO,1995-08-09,"ORLANDO, FL 32818",3 HENRY ST.,(796) 698-2556,WBARKER@SBCGLOBAL.NET,2019-01-22 10:39:10,I,29
C0362,CHUS LARRAÑAGA HERNANDO,1993-10-30,"ORLANDO, FL 32839",7743 BOSTON STREET,(518) 447-3410,CONTEB@MAC.COM,2021-03-02 18:54:06,I,31
C0363,ÁNGELES ARÉVALO BALAGUER,1993-03-24,"BRANDON, FL 33511",9543 MARLBOROUGH STREET,(963) 286-3940,MUGWUMP@VERIZON.NET,2019-11-03 12:18:40,I,31
C0364,BENITO JUAN FRANCISCO ARAMBURU FIOL,1984-05-24,"VALRICO, FL 33594",42 LAKESHORE AVENUE,(989) 381-2553,ANDREI@OUTLOOK.COM,2008-08-10 03:37:10,I,40
C0365,AMAYA VALDERRAMA GOMIS,1994-01-25,"MELBOURNE, FL 32935",77 ROCKY RIVER AVE.,(760) 748-7416,ROAMER@SBCGLOBAL.NET,2010-04-07 18:56:32,I,30
C0366,BEATRIZ RODRIGUEZ IBORRA,1982-09-25,"JACKSONVILLE, FL 32209",68 WOODLAND AVE.,(382) 950-9603,MALATTIA@MSN.COM,2021-01-28 20:32:36,E,42
C0367,AMÍLCAR ORTEGA GALLO,1987-01-27,"FORT LAUDERDALE, FL 33334",9413 LEXINGTON DR.,(256) 505-6404,ASCHMITZ@SBCGLOBAL.NET,2006-09-15 13:22:58,E,37
C0368,SEVE LAGUNA-BAS,1980-07-05,"JUPITER, FL 33458",727 CARDINAL AVE.,(262) 756-8019,OVPRIT@AOL.COM,2010-09-07 16:17:44,I,44
C0369,FRANCISCO JAVIER COLOMA,1986-04-22,"DELTONA, FL 32738",49 COLONIAL STREET,(437) 405-6290,JAARNIAL@ATT.NET,2017-09-18 19:46:08,I,38
C0370,ERASMO CRESPO GALLEGO,1993-01-12,"BOYNTON BEACH, FL 33435",73 PULASKI STREET,(582) 368-1385,MURTY@ICLOUD.COM,2014-03-03 21:13:04,E,31
C0371,OCTAVIO PERELLÓ-LOSADA,1976-04-26,"FORT LAUDERDALE, FL 33351",9969 PRIMROSE DRIVE,(659) 871-3879,LOSCAR@SBCGLOBAL.NET,2016-07-02 13:43:51,I,48
C0372,CAMILA LETICIA ARÉVALO CUENCA,1989-12-20,"PALM HARBOR, FL 34683",164 WEST COFFEE ST.,(353) 426-1757,TELBIJ@VERIZON.NET,2014-06-15 11:24:55,I,35
C0373,ÁUREA MANUELA PIÑOL BERNAL,1985-07-07,"HOMESTEAD, FL 33033",7236 ALBANY COURT,(856) 331-2705,FMTBEBUCK@LIVE.COM,2013-07-28 20:50:33,I,39
C0374,CARINA ARCOS VARA,1977-06-20,"ORLANDO, FL 32837",9 EAST SAN CARLOS AVE.,(700) 644-2712,EVILOPIE@ATT.NET,2020-07-12 11:55:13,I,47
C0375,YAGO BARÓ GARMENDIA,1995-02-28,"BOCA RATON, FL 33433",7939 GATES ST.,(294) 342-2123,AIBRAHIM@ICLOUD.COM,2007-10-21 05:30:09,I,29
C0376,ANTONIO FOLCH GRANDE,1986-01-10,"TAMPA, FL 33612",111 ROCKLEDGE STREET,(232) 232-3544,UQMCOLYV@AOL.COM,2016-04-21 21:00:19,I,38
C0377,JOSE RAMÓN DE AGUILERA,1991-01-18,"MIAMI, FL 33134",32 VERNON ST.,(368) 282-4245,HERMES@AOL.COM,2006-05-22 05:56:32,I,33
C0378,DULCE CARIDAD ROJAS ÁNGEL,1980-07-02,"DAYTONA BEACH, FL 32119",794 PHILMONT AVE.,(606) 269-6077,KRUEGER@MSN.COM,2010-07-16 11:36:01,E,44
C0379,CRUZ BENÍTEZ,1999-12-30,"JACKSONVILLE, FL 32257",7600 CAMPFIRE STREET,(975) 455-9019,DANNENG@ATT.NET,2007-09-04 20:26:33,E,25
C0380,FABIO CARNERO BOIX,1983-05-04,"MIAMI, FL 33165",527 SOUTH INDIAN SUMMER COURT,(473) 353-4079,PGOLLE@YAHOO.COM,2005-03-15 14:32:27,E,41
C0381,NAYARA CASANOVAS ALARCÓN,1995-12-30,"MIAMI, FL 33177",72 S. LAKEVIEW ST.,(845) 455-2297,SCITEXT@COMCAST.NET,2007-12-04 14:55:58,E,29
C0382,MIGUEL VILLEGAS JOVER,1992-04-30,"GAINESVILLE, FL 32608",47 LEATHERWOOD AVE.,(811) 819-5474,GORESKY@GMAIL.COM,2010-10-15 20:40:49,I,32
C0383,ILDEFONSO GUILLÉN ARRIETA,1995-12-09,"PORT SAINT LUCIE, FL 34952",7 BRIDLE STREET,(923) 852-7654,SHAWNCE@OPTONLINE.NET,2014-10-03 14:25:36,I,29
C0384,JOSE IGNACIO ARMAS RAMÍREZ,1993-04-18,"TALLAHASSEE, FL 32303",3 NORTH AUGUSTA ROAD,(559) 237-1566,UBERGEEB@LIVE.COM,2012-12-25 09:59:30,E,31
C0385,MARÍA JESÚS CELESTINA CASAS CARRASCO,1975-02-12,"TALLAHASSEE, FL 32304",848 LEES CREEK AVE.,(930) 751-5153,REDINGTN@YAHOO.CA,2008-08-06 06:30:01,E,49
C0386,MAMEN LEDESMA ESCRIBANO,1995-04-07,"CASSELBERRY, FL 32707",943 BROOKSIDE ST.,(423) 496-3540,NIMACLEA@LIVE.COM,2005-05-04 21:53:57,I,29
C0387,AMBROSIO CASANOVAS PIQUER,1989-10-04,"MIAMI, FL 33176",791 LEXINGTON AVE.,(566) 531-0451,IAPETUS@AOL.COM,2014-06-29 18:25:30,I,35
C0388,JOAN FERRÁN ALEGRIA,1985-01-23,"LAKE WORTH, FL 33463",8429 BELLEVUE AVENUE,(923) 361-1596,SKYTHE@OUTLOOK.COM,2008-03-01 14:49:29,I,39
C0389,VASCO TAMAYO BARRIO,1994-01-07,"HOLLYWOOD, FL 33024",46 MARLBOROUGH DRIVE,(479) 389-7125,ANICOLAO@AOL.COM,2009-05-10 12:36:38,I,30
C0390,LEIRE AROA ALFARO OLMO,1982-12-03,"HIALEAH, FL 33018",9064 WILLIAM ST.,(522) 838-0614,HAHSLER@YAHOO.CA,2010-09-09 15:27:19,I,42
C0391,FELIX GUARDIA ARENAS,1993-09-07,"MIAMI, FL 33173",4 BELMONT DRIVE,(463) 645-5648,TOKUHIROM@COMCAST.NET,2007-06-13 07:43:17,I,31
C0392,GLORIA DALMAU-BOLAÑOS,1973-06-12,"MIAMI, FL 33193",788 GLENHOLME DR.,(968) 499-4402,MHOFFMAN@LIVE.COM,2008-10-15 21:49:21,I,51
C0393,ELIANA SOLSONA GIRÓN,1983-03-08,"TAMPA, FL 33615",93 MAGNOLIA AVE.,(263) 379-6789,MAHBUB@VERIZON.NET,2011-05-23 14:32:00,E,41
C0394,LILIANA VALDÉS BILBAO,1999-07-04,"JACKSONVILLE, FL 32225",93 N. SCHOOLHOUSE STREET,(316) 405-3234,JANNEH@GMAIL.COM,2013-01-10 08:47:45,E,25
C0395,TOMASA FEIJOO ALVARADO,1979-04-08,"MIAMI, FL 33186",719 PENN DR.,(443) 667-4609,JONATHAN@YAHOO.COM,2020-11-30 00:17:38,I,45
C0396,JOSÉ ÁNGEL VÉLEZ VILA,1998-01-14,"PENSACOLA, FL 32503",9 ARROWHEAD STREET,(851) 269-0491,ZEITLIN@AOL.COM,2008-01-27 04:36:25,E,26
C0397,PÍO ROMA-ESTEVEZ,1972-02-27,"LAKELAND, FL 33813",176B SOUTH VICTORIA DRIVE,(727) 313-4625,TELBIJ@YAHOO.COM,2007-05-14 09:32:51,I,52
C0398,AMELIA TELLO-TOLEDO,1988-12-17,"SARASOTA, FL 34231",333 SOUTH TOWER AVE.,(900) 258-6110,CPARIS@ME.COM,2015-02-02 07:19:36,I,36
C0399,ROBERTA DE LAMAS,1991-02-20,"BOYNTON BEACH, FL 33436",952 ACACIA AVE.,(984) 388-6360,DBURROWS@GMAIL.COM,2018-09-28 02:40:18,I,33
C0400,PRIMITIVO MELERO DAZA,1975-12-14,"POMPANO BEACH, FL 33068",9973 ARMSTRONG ST.,(994) 832-9514,BUDINGER@GMAIL.COM,2007-06-17 20:40:32,E,49
C0401,BENIGNO SANZ GOMIS,1998-05-20,"ORLANDO, FL 32808",8241 DEVON DR.,(470) 309-6205,MNEMONIC@COMCAST.NET,2012-08-31 11:06:09,I,26
C0402,REYNA RIVAS PORCEL,1974-01-28,"OVIEDO, FL 32765",419 SHEFFIELD ST.,(510) 332-3248,TECHIE@YAHOO.CA,2013-09-15 22:43:57,I,50
C0403,OLIVIA GOÑI,1990-12-22,"ORLANDO, FL 32811",8142 AMHERST CIRCLE,(608) 742-9416,TIMLINUX@ATT.NET,2019-10-16 20:21:02,I,34
C0404,ISAAC MORCILLO-CALVO,1980-02-26,"CAPE CORAL, FL 33904",345 SOUTH TRENTON DR.,(382) 786-4916,DGRIFFITH@GMAIL.COM,2019-11-14 14:49:18,E,44
C0405,ASDRUBAL FRANCO MONTAÑA,1982-08-29,"MIDDLEBURG, FL 32068",80 HARVEY DRIVE,(688) 304-8571,CREDMOND@ME.COM,2015-08-31 20:00:40,I,42
C0406,ALEXANDRA ÁMBAR ARMENGOL CAMPOS,1988-03-22,"JACKSONVILLE, FL 32244",8827 WILSON LANE,(639) 405-1427,VSPRINTF@LIVE.COM,2016-05-23 09:21:22,I,36
C0407,CALISTO MENÉNDEZ,1975-09-30,"ORMOND BEACH, FL 32174",7266 TROUT DRIVE,(648) 441-1338,TUBAJON@YAHOO.CA,2009-10-17 17:44:07,E,49
C0408,GRACIANA CINTIA IÑIGUEZ HERAS,1992-06-24,"HIALEAH, FL 33010",8028 S. PURPLE FINCH DRIVE,(558) 935-7698,OVERBOM@AOL.COM,2018-08-19 18:43:19,I,32
C0409,MAYTE DUARTE ALFONSO,1971-10-02,"MIAMI, FL 33157",88 SOUTH BRICKYARD DRIVE,(398) 257-6801,IAMCAL@ME.COM,2005-07-09 10:58:19,E,53
C0410,MARÍA TERESA LLAMAS MARIÑO,1983-04-23,"ALTAMONTE SPRINGS, FL 32714",7434 SECOND DR.,(226) 474-1021,GBOSS@ICLOUD.COM,2012-03-16 14:04:44,I,41
C0411,FEDERICO PIZARRO COELLO,1983-01-05,"ORLANDO, FL 32825",8280 S. PINEKNOLL ST.,(696) 224-8334,ADAMK@ICLOUD.COM,2006-01-25 12:18:57,I,41
C0412,PACÍFICA CÓRDOBA,1995-07-28,"FORT LAUDERDALE, FL 33317",8335 HILLCREST DRIVE,(861) 766-3153,FORMIS@YAHOO.COM,2018-01-06 10:00:28,I,29
C0413,ROSA JIMÉNEZ-GALVEZ,1971-07-01,"TAMPA, FL 33610",8 DEERFIELD ST.,(283) 579-9362,NGEDMOND@MSN.COM,2021-04-22 22:26:00,E,53
C0414,MARTIRIO BONET,1972-11-12,"MIAMI, FL 33155",8834 JEFFERSON ST.,(970) 553-9470,AMARANTH@ICLOUD.COM,2016-04-16 20:30:26,I,52
C0415,RUY ROLDAN LARA,1992-09-28,"DELTONA, FL 32725",9951 STRAWBERRY AVE.,(251) 956-4735,CHAKI@VERIZON.NET,2006-10-16 18:04:46,E,32
C0416,FELISA MÚGICA GOMEZ,1974-09-02,"PALM BAY, FL 32907",778 SOUTH STREET,(461) 415-6750,BARLOW@MAC.COM,2012-05-23 04:35:35,I,50
C0417,ANSELMA VALENTÍN MALO,1986-08-04,"TAMPA, FL 33604",52 VAN DYKE ROAD,(942) 377-8831,BARJAM@MAC.COM,2014-11-18 11:32:01,E,38
C0418,LINO DE BUSQUETS,1973-07-09,"JACKSONVILLE, FL 32224",139 MOUNTAINVIEW ST.,(209) 879-7336,PARENTS@OUTLOOK.COM,2014-08-13 22:14:33,I,51
C0419,SANDRA LEIVA AGUILÓ,1990-09-18,"SAINT PETERSBURG, FL 33713",422 CEDAR ST.,(786) 225-1408,DODONG@COMCAST.NET,2018-01-04 12:06:57,I,34
C0420,FEDERICO GUTIÉRREZ TAMARIT,1998-12-28,"FORT LAUDERDALE, FL 33313",472 WEST SUMMIT DRIVE,(706) 852-2679,CHRISJ@GMAIL.COM,2011-05-14 14:41:13,I,26
C0421,ARISTIDES EXPOSITO SÁNCHEZ,1995-11-13,"VENICE, FL 34293",99 S. PUMPKIN HILL AVE.,(332) 433-7473,OVERBOM@AOL.COM,2005-06-22 16:01:09,E,29
